,Account Length,Area Code,VMail Message,Day Mins,Day Calls,Day Charge,Eve Mins,Eve Calls,Eve Charge,Night Mins,Night Calls,Night Charge,Intl Mins,Intl Calls,Intl Charge,CustServ Calls,Int'l Plan_yes,VMail Plan_yes
2289,0.8807003843396987,1.712422971452857,-0.5877408509859608,-1.2971896757960468,-0.47589680982039023,-1.2970344621078564,0.13054500902033586,0.5407406329262495,0.13108359795166447,-1.2930791115822673,0.352253402745093,-1.2908938181054355,0.4820279221601552,0.22228049325965835,0.4787959554449365,-1.1835660514293245,0,0
2586,-0.1463574940170348,-0.6913895373220752,-0.5877408509859608,0.1876881040391011,0.9295402170669009,0.18719913505984692,-0.8616109569110224,-1.501418514436304,-0.8624639882716816,-0.3823261784506737,1.0217311904269502,-0.38125243727074776,1.3323741025221836,0.6319881298273955,1.3317968766288133,-1.1835660514293245,0,0
179,-0.19645787832711936,-0.6913895373220752,-0.5877408509859608,2.4260310939391143,0.42759842175001117,2.425981203329559,-1.4069030254883759,-0.0071557236832160585,-1.4067149970420458,0.3247314750127785,-1.3471902121396213,0.3238284416537467,0.09228592282755907,-1.0068424164435532,0.09822631368597604,-1.1835660514293245,1,0
1187,-2.501075556591009,-0.52642201221007,1.6063161141520377,0.0572099822961612,-0.2751200916936344,0.057477334870390015,0.6246544285615478,0.4909318732344799,0.6243834484541646,0.9260242717254654,0.5067482768255216,0.9244528940709092,-0.6517669849892155,-1.0068424164435532,-0.649789878736808,-1.1835660514293245,0,1
1561,-1.2235157566838528,1.712422971452857,0.948099024610638,0.2887627053892659,0.9295402170669009,0.28881454520825545,-1.8636097399647154,-0.25619952214206404,-1.8629594597133727,-0.8543508169124243,-0.31722438493676414,-0.8556587076582164,-1.7501308012901688,-0.5971347798758161,-1.7521295307282798,0.3305647337137219,0,1
869,1.4318046117506287,1.712422971452857,-0.5877408509859608,0.7518681515754758,1.4314820123837906,0.7514889658839847,0.8136365173103779,0.3913143538509407,0.8142923110889302,0.6322330029733384,-1.2956919207794784,0.6328453700712725,-1.3603888019575723,0.22228049325965835,-1.3584367978741827,-1.1835660514293245,0,0
1449,1.1312023058901215,-0.52642201221007,-0.5877408509859608,-0.192719941042428,-0.37550845075701234,-0.19223713049431457,0.5911888503456094,-1.4516097547445344,0.5919599841018875,1.3471250902701808,0.7642397336262359,1.3466309512047119,-0.4391804398987086,1.0416957663951327,-0.43982042121462284,0.3305647337137219,0,0
2302,2.2083605685569396,-0.52642201221007,1.6063161141520377,-0.4555139045528567,0.778957678471834,-0.45600479087954393,-0.10568260191570181,-2.4975937082716957,-0.10514449947206801,-0.6056075427022903,0.40375169410523587,-0.6075746947033015,1.8284093744000336,0.6319881298273955,1.8304743382440032,-0.4265006588578013,0,1
480,-1.1984655645288105,-0.52642201221007,-0.5877408509859608,-2.2509663685366927,-0.2751200916936344,-2.2504896935003655,1.2723117952111846,1.5369158267616414,1.2728527354997052,0.8476799333915649,1.433717521308093,0.8461105741904099,0.4820279221601552,0.6319881298273955,0.4787959554449365,1.087630126285245,0,0
1352,0.028993851068261144,-0.52642201221007,1.6794513463233043,-1.0049921918928433,-0.42570263028870126,-1.0051604116815784,-1.1746125414012725,0.3913143538509407,-1.17511882309721,-0.6428211034108932,-1.6561799603004783,-0.642393503539079,-1.3958198928059904,-1.0068424164435532,-1.3978060711595925,1.087630126285245,0,1
2588,0.003943658913218867,-0.52642201221007,-0.5877408509859608,-0.39670686376730596,-0.42570263028870126,-0.3965489657927094,-0.25332485875072536,0.839593191076867,-0.2533660507967631,0.36586225263807615,1.2792226472276644,0.3673519526984692,1.1552186482800944,-0.18742714330807886,1.161196692392038,1.8446955188567684,0,0
1842,-0.17140768617207708,-0.6913895373220752,-0.5877408509859608,-1.6628959606811886,-0.32531427122532336,-1.6624175326414938,2.7369229830146176,0.2916968344674015,2.736540554831068,-0.5507665058685597,-1.2441936294193354,-0.550994130345163,-0.8289224392313047,-1.4165500530112904,-0.8335131540687202,-0.4265006588578013,1,0
2020,0.3295961569287685,-0.52642201221007,-0.5877408509859608,0.1435828234499387,0.42759842175001117,0.14395853499669475,-0.9108250425226969,-0.15658200275852485,-0.911099184800097,0.25226296205392074,0.09476194594437873,0.25419082398219234,-0.049438440566112435,-0.5971347798758161,-0.04612768836052603,0.3305647337137219,0,0
2703,0.5049475020140645,-0.6913895373220752,-0.5877408509859608,0.6544689902744077,-1.3291978618591027,0.6541976157418922,-0.15686525095184317,-0.10677324306675526,-0.15609565773993248,-1.1168043503309912,0.1462602373045216,-1.1167997739265476,-0.049438440566112435,-0.18742714330807886,-0.04612768836052603,2.6017609114282916,0,0
2281,-1.6243188311645294,-0.52642201221007,-0.5877408509859608,1.0128243950613556,-0.17473173263025643,1.0130945962660565,-0.08009127739763083,0.19207931508386233,-0.0796689203381362,1.1493056359770815,0.5067482768255216,1.150775151503463,-1.1478022568670654,1.0416957663951327,-1.1484673403519978,1.087630126285245,0,0
1616,0.7804996157195295,-0.6913895373220752,-0.5877408509859608,0.48172330796685325,-0.024149194035189527,0.48123521548928266,0.20338185572561393,0.8894019507686367,0.2028784118745633,-0.09441073507358946,1.1247277731472358,-0.09399726437558316,-0.014007349717694715,0.6319881298273955,-0.019881506170252878,-0.4265006588578013,0,0
1737,-0.9229134508233454,-0.6913895373220752,-0.5877408509859608,-1.0270448321874248,0.829151858003523,-1.0267807117131544,-0.15883381437631006,0.3913143538509407,-0.15841161947938037,-0.7466273517033111,-0.8322072985381926,-0.7468499300464116,-1.3603888019575723,0.22228049325965835,-1.3584367978741827,1.087630126285245,0,0
2416,0.003943658913218867,1.712422971452857,-0.5877408509859608,0.7408418314281852,1.1805111147253458,0.7406788158681973,-0.24151347820392358,0.04265303600855354,-0.24178624209952115,1.5155654176880662,-0.11123121949619269,1.5163726442791268,0.1277170136759768,-0.18742714330807886,0.1244724958762492,-0.4265006588578013,0,0
1716,1.3065536509754174,-0.52642201221007,1.0212342567819046,-0.22579890148430032,0.17662752409156635,-0.22574859554325746,0.9041904348358595,-0.4554345609091424,0.9046148189274162,0.05640211621916939,0.8672363163465215,0.05833502428094334,-0.9706468026249763,2.6805263126660814,-0.9647440650200859,-0.4265006588578013,0,1
1983,0.22939538830859937,-0.52642201221007,-0.5877408509859608,1.6744036038987984,0.37740424221832225,1.6746757772322878,0.7112712192380951,1.088636989535715,0.7123899945532021,0.7615011612242741,1.1247277731472358,0.7634159032054385,-0.15573171311136558,0.22228049325965835,-0.15111241712161866,0.3305647337137219,0,0
794,1.0811019215800368,-0.52642201221007,-0.5877408509859608,-0.5510753458293759,-1.5801687595175475,-0.551134111018479,1.6738987338024482,-1.3519922353609952,1.6735141164242715,-0.2040928087410501,1.0732294817870929,-0.20280604198738791,-0.2974560765050371,4.31935685893703,-0.2954664191681207,-1.1835660514293245,1,0
247,-2.125322674265375,1.712422971452857,-0.5877408509859608,0.47069698781956265,-1.5801687595175475,0.4704250654734952,-0.6175090922771167,-0.35581704152560323,-0.6169720438901555,0.3736966864714663,-1.8621731257410499,0.3717043038029413,0.23401028622123057,-0.5971347798758161,0.22945722463734183,-1.1835660514293245,0,0
1322,-0.522110376342669,-0.6913895373220752,-0.5877408509859608,-0.5768034261730544,0.2770158831549443,-0.5770784710563701,0.19550760202774645,-1.750462312895152,0.1959305266562188,0.05248489930247403,-0.729210715817907,0.053982673176471235,-0.08486953141453014,-1.0068424164435532,-0.08549696164593548,0.3305647337137219,0,0
1909,-0.3217088391023308,-0.52642201221007,-0.5877408509859608,-0.24417610172978485,-1.9817221957710593,-0.2441258505700974,-0.42458987667935244,-0.6048608399844512,-0.4247472195159417,0.8163421980580042,1.5882123953885214,0.8156441164591045,-1.2186644385639012,1.0416957663951327,-1.2140827958276803,1.8446955188567684,0,0
347,-0.4970601841876267,-0.52642201221007,-0.5877408509859608,-0.48675514497018013,-0.07434337356687849,-0.4862732109237503,-0.06434277000189532,0.09246179570032313,-0.06345718816199762,-0.049362740531596436,-0.729210715817907,-0.05047375333086141,-1.3958198928059904,-1.0068424164435532,-1.3978060711595925,0.3305647337137219,0,0
841,2.0330092234716433,-0.52642201221007,-0.5877408509859608,-1.3798870769007272,0.5279867808133891,-1.380272617229425,-0.04662569918169238,0.9890194701521758,-0.047245455985859046,1.1199265091018689,-0.4717192590171927,1.1203086937721574,-0.793491348382887,0.22228049325965835,-0.7941438807833101,0.3305647337137219,0,0
1599,0.9809011529598678,1.712422971452857,1.4600456498095045,-0.420597224086436,-1.1786153232640357,-0.42033129582744305,-0.5604207529675742,-0.15658200275852485,-0.5613889621433948,-0.3235679247002483,-0.31722438493676414,-0.32467187291260896,0.304872467918066,1.8611110395306072,0.30819577120816133,-0.4265006588578013,0,1
2149,1.982908839161559,-0.52642201221007,-0.5877408509859608,-0.6742025874741219,1.6824529100422354,-0.6743698211984631,-0.4009671155857489,0.6403581523097887,-0.4015876021214582,-0.3294437500752911,-0.6777124244577641,-0.3290242240170818,-0.049438440566112435,-0.18742714330807886,-0.04612768836052603,-0.4265006588578013,0,0
1094,1.7574571097661784,-0.6913895373220752,-0.5877408509859608,1.6633772837515073,-1.5801687595175475,1.6638656272164996,0.5734717795254065,0.5905493926180191,0.573432290186301,-1.2734930269987923,0.5582465681856644,-1.2734844136875467,-0.22659389480820166,0.22228049325965835,-0.22985096369243813,-0.4265006588578013,0,0
2481,-0.12130730186199253,-0.52642201221007,-0.5877408509859608,1.7809913653226077,0.22682170362325532,1.7806152473870105,0.9061589982603263,-0.30600828183383366,0.9069307806668642,1.0454993876846637,0.352253402745093,1.0463187249961303,0.021423741130723633,-0.5971347798758161,0.019487767115156568,-0.4265006588578013,0,0
1872,0.7804996157195295,-0.52642201221007,0.14361147072670533,0.053534542247064505,-2.3330814524928822,0.053153274864074875,1.801855356392802,-1.601036033819843,1.8008920120939313,-1.1501006941228986,0.8157380249863787,-1.151618582762325,0.4465968313117375,-0.18742714330807886,0.4525497732546634,-1.1835660514293245,0,1
1533,-0.9479636429783878,-0.52642201221007,-0.5877408509859608,0.5846356293415669,-0.8272560665422131,0.5850126556408484,0.5911888503456094,1.835768384912259,0.5919599841018875,0.31493843272104094,-0.05973292813604984,0.3151237394448025,0.16314810452439452,1.8611110395306072,0.16384176916165924,1.087630126285245,0,0
445,-0.6724115292729227,-0.52642201221007,1.2406399532957046,0.26854778511923305,-0.8272560665422131,0.26827526017825754,-1.593916550812739,0.14227055539209274,-1.594307897937363,-0.4998426859515245,-1.2956919207794784,-0.4987659170914967,1.0134942848864228,-1.0068424164435532,1.0168426903455359,0.3305647337137219,0,1
617,0.8807003843396987,-0.52642201221007,0.948099024610638,-0.010785658612131273,-0.6264793484154572,-0.010626610229074795,-0.3891557350389471,-0.15658200275852485,-0.39000779342421626,2.3440567955690645,1.0217311904269502,2.343319354128843,-0.26202498565661936,-0.18742714330807886,-0.2560971458827113,0.3305647337137219,0,1
1099,0.9558509608048255,1.712422971452857,-0.5877408509859608,0.29427586546291146,1.7326470895739243,0.29421962021614917,-0.29269612724006494,2.2840472221381853,-0.2927374003673852,-0.940529589079715,-0.4202209676570498,-0.9383533786431881,-0.15573171311136558,-1.4165500530112904,-0.15111241712161866,1.087630126285245,0,0
1425,-0.12130730186199253,-0.6913895373220752,1.533180881980771,-0.5510753458293759,-0.47589680982039023,-0.551134111018479,-0.8163339981482817,-1.2523747159774559,-0.8161447534827142,0.5303853631392674,-2.3256577479823357,0.5283889435639398,-0.6163358941407978,-0.5971347798758161,-0.6104206054513986,-0.4265006588578013,0,1
1366,0.0790942353783457,-0.6913895373220752,-0.5877408509859608,-0.3599524632763369,-1.3793920413907916,-0.3597944557390299,1.8313838077598066,0.14227055539209274,1.8309995147067597,2.067893002942066,-0.5232175503773355,2.0691212345470955,0.8363388306443337,0.22228049325965835,0.8331194150136239,1.8446955188567684,1,0
874,-0.07120691755190797,-0.52642201221007,-0.5877408509859608,-3.0779403795834956,-1.6805571185809256,-3.077466169708154,1.0971096504336237,-0.505243320600912,1.0968396433016296,-0.6193178019107227,-0.6262141330976213,-0.6206317480167182,-0.8997846209281405,1.8611110395306072,-0.8991286095444028,-0.4265006588578013,1,0
1411,-0.3217088391023308,-0.52642201221007,-0.5877408509859608,-0.5841543062712482,-0.927644425605591,-0.5846455760674218,2.12273119458092,-1.6508447935116128,2.1228106938772524,0.6733637805986361,-1.089698755338907,0.6720165300115222,-1.3603888019575723,-0.18742714330807886,-1.3584367978741827,0.3305647337137219,0,0
2411,1.3817042274405442,1.712422971452857,-0.5877408509859608,1.0606051156996152,1.0801227556619677,1.060659256335524,-0.3812814813410791,-0.4554345609091424,-0.380743946466423,-0.3000646232000784,2.6181782225913786,-0.29855776628577635,-0.8997846209281405,-0.18742714330807886,-0.8991286095444028,-0.4265006588578013,0,0
2804,-0.44695979987754214,1.712422971452857,-0.5877408509859608,-1.8723960434797122,-1.5299745799858586,-1.8721344429477826,0.756548178000836,0.7399756716933279,0.7563932676027212,-1.108969916497601,0.6097448595458073,-1.1080950717176035,0.7300455580990804,-0.18742714330807886,0.7281346862525312,-0.4265006588578013,0,0
1590,-2.150372866420417,1.712422971452857,-0.5877408509859608,-0.7091192679405426,-1.028032784668969,-0.7089623012489851,-1.5151740138340597,-1.2025659562856863,-1.515565198796119,2.3988978324027954,-0.6262141330976213,2.399899918486982,-0.7580602575344693,-0.5971347798758161,-0.7547746074979007,0.3305647337137219,1,0
263,0.37969654123885305,1.712422971452857,-0.5877408509859608,0.22260478450552176,-0.12453755309856747,0.2228726301119474,2.205410858408533,1.7361508655287199,2.206185316497394,-1.3870923175829482,-0.31722438493676414,-1.3866455424038235,-0.8289224392313047,-1.0068424164435532,-0.8335131540687202,1.087630126285245,0,0
1123,0.6301984627892758,-0.6913895373220752,-0.5877408509859608,2.5969390562221206,-0.07434337356687849,2.5967815735790105,-0.6490061070685883,-0.35581704152560323,-0.6493955082424326,-0.1453345549906247,0.30075511138495015,-0.1462254776292491,-0.793491348382887,-0.18742714330807886,-0.7941438807833101,-0.4265006588578013,0,0
1973,-1.4489674860792334,-0.6913895373220752,1.9719922750083707,0.3714601064939462,0.22682170362325532,0.37097168532824465,0.8569449126486518,-0.6048608399844512,0.8559796223990005,0.121036195344637,-0.16272951085633555,0.11926793974355424,0.4820279221601552,-0.18742714330807886,0.4787959554449365,1.087630126285245,0,1
353,-0.7726122978930918,1.712422971452857,-0.5877408509859608,-2.2142119680457237,0.12643334455987737,-2.2137351834466865,1.108921030980425,0.2916968344674015,1.1084194519988717,0.1425808883864601,-0.729210715817907,0.14102969526591472,0.304872467918066,0.6319881298273955,0.30819577120816133,-1.1835660514293245,0,0
208,0.3295961569287685,1.712422971452857,1.4600456498095045,0.84191643277835,-0.32531427122532336,0.842294226016605,-0.15489668752737631,0.839593191076867,-0.15377969600048375,0.6146055268482107,-0.008234636775906986,0.6154359656533841,-0.6517669849892155,1.8611110395306072,-0.649789878736808,1.8446955188567684,0,1
847,-2.200473250730502,-0.52642201221007,-0.5877408509859608,-0.6172332667131201,-1.3291978618591027,-0.6170760261147862,-1.0309074114151826,-0.40562580121737285,-1.0315291952514118,0.3071039988876508,-0.2142278022164784,0.3064190372358583,0.37573464961490205,-0.5971347798758161,0.3738112266838439,-0.4265006588578013,0,0
1018,-1.323716525304022,-0.6913895373220752,-0.5877408509859608,1.7497501249052843,-1.6805571185809256,1.7492658123412252,-0.40687280585915003,0.3913143538509407,-0.4062195256003548,-0.8230130815788642,0.5067482768255216,-0.825192249926911,-0.8289224392313047,-1.0068424164435532,-0.8335131540687202,-0.4265006588578013,0,0
1553,-0.8227126822031764,1.712422971452857,-0.5877408509859608,0.28324954531562085,0.778957678471834,0.28340947020036095,0.22109892654581687,0.04265303600855354,0.2214061057901506,-1.2264864239984519,1.74270726946895,-1.2256085515383524,1.7221161018547797,2.6805263126660814,1.7254896094829106,-0.4265006588578013,0,0
1641,0.4548471177039799,-0.6913895373220752,-0.5877408509859608,1.4722544011984688,0.026044985496499442,1.47252597193705,1.0951410870091562,-1.601036033819843,1.0945236815621817,0.5499714477227425,-0.5747158417374784,0.5501506990863011,-0.08486953141453014,-1.0068424164435532,-0.08549696164593548,-0.4265006588578013,0,0
1356,-0.4720099920325844,-0.52642201221007,1.533180881980771,-0.2974699824416895,-1.1786153232640357,-0.29709558564745886,-1.2986320371426918,0.5905493926180191,-1.297864795287973,-2.3840240228818326,-0.26572609357662125,-2.383333945327955,-0.510042621595544,-1.0068424164435532,-0.505435876690306,0.3305647337137219,0,1
57,0.37969654123885305,-0.52642201221007,-0.5877408509859608,0.650793550225311,0.17662752409156635,0.6509545707371556,0.07739379655972761,-1.0531396772103776,0.07781647794435213,1.5175240261464142,0.4552499854653787,1.5163726442791268,0.8363388306443337,0.22228049325965835,0.8331194150136239,1.087630126285245,1,0
916,-0.07120691755190797,1.712422971452857,-0.5877408509859608,0.13255650330264757,1.3310936533204127,0.13206736997932791,-0.10371403849123494,-0.6048608399844512,-0.10282853773262011,-0.37645035307563096,1.4852158126682358,-0.3769000861662757,-1.8209929829870046,-0.18742714330807886,-1.8177449862039627,-0.4265006588578013,0,0
2402,0.2794957726186839,-0.52642201221007,-0.5877408509859608,1.580679882646827,-0.17473173263025643,1.580627472094931,0.2703130121574914,-0.30600828183383366,0.2700413023185655,2.060058569108675,-0.008234636775906986,2.0604165323381505,1.403236284219019,-1.0068424164435532,1.3974123321044964,0.3305647337137219,0,0
561,-0.12130730186199253,-0.52642201221007,-0.5877408509859608,-1.5140406386927643,-0.12453755309856747,-1.5143184774251972,-1.8773896839359843,0.8894019507686367,-1.8768552301500625,0.37565529492981375,0.24925682002480729,0.3760566549074134,0.4820279221601552,1.8611110395306072,0.4787959554449365,-0.4265006588578013,0,0
229,2.458862490107362,-0.52642201221007,1.898857042837104,0.9301269939566753,1.0299285761302788,0.9298564411444887,0.3648040565319067,-0.05696448337498566,0.3649957336359482,1.9249145854826972,-0.31722438493676414,1.9254936480995133,-0.793491348382887,-1.0068424164435532,-0.7941438807833101,-1.1835660514293245,0,1
1878,-0.09625710970695026,1.712422971452857,-0.5877408509859608,-0.6429613470567984,0.12643334455987737,-0.6430203861526778,1.8392580614576752,-0.35581704152560323,1.840263361664553,0.7595425527659267,1.0217311904269502,0.7590635521009657,0.26944137706964827,-1.0068424164435532,0.2688264979227519,1.8446955188567684,1,0
